full_date,date_key,year,quarter,quarter_name,month,month_name,year_month,week,day,day_of_week,day_name,is_weekend,is_month_end
2016-10-17,20161017,2016,4,Q4 2016,10,October,2016-10,42,17,1,Monday,0,0
2016-10-18,20161018,2016,4,Q4 2016,10,October,2016-10,42,18,2,Tuesday,0,0
2016-10-19,20161019,2016,4,Q4 2016,10,October,2016-10,42,19,3,Wednesday,0,0
2016-10-20,20161020,2016,4,Q4 2016,10,October,2016-10,42,20,4,Thursday,0,0
2016-10-21,20161021,2016,4,Q4 2016,10,October,2016-10,42,21,5,Friday,0,0
2016-10-22,20161022,2016,4,Q4 2016,10,October,2016-10,42,22,6,Saturday,1,0
2016-10-23,20161023,2016,4,Q4 2016,10,October,2016-10,42,23,7,Sunday,1,0
2016-10-24,20161024,2016,4,Q4 2016,10,October,2016-10,43,24,1,Monday,0,0
2016-10-25,20161025,2016,4,Q4 2016,10,October,2016-10,43,25,2,Tuesday,0,0
2016-10-26,20161026,2016,4,Q4 2016,10,October,2016-10,43,26,3,Wednesday,0,0
2016-10-27,20161027,2016,4,Q4 2016,10,October,2016-10,43,27,4,Thursday,0,0
2016-10-28,20161028,2016,4,Q4 2016,10,October,2016-10,43,28,5,Friday,0,0
2016-10-29,20161029,2016,4,Q4 2016,10,October,2016-10,43,29,6,Saturday,1,0
2016-10-30,20161030,2016,4,Q4 2016,10,October,2016-10,43,30,7,Sunday,1,0
2016-10-31,20161031,2016,4,Q4 2016,10,October,2016-10,44,31,1,Monday,0,1
2016-11-01,20161101,2016,4,Q4 2016,11,November,2016-11,44,1,2,Tuesday,0,0
2016-11-02,20161102,2016,4,Q4 2016,11,November,2016-11,44,2,3,Wednesday,0,0
2016-11-03,20161103,2016,4,Q4 2016,11,November,2016-11,44,3,4,Thursday,0,0
2016-11-04,20161104,2016,4,Q4 2016,11,November,2016-11,44,4,5,Friday,0,0
2016-11-05,20161105,2016,4,Q4 2016,11,November,2016-11,44,5,6,Saturday,1,0
2016-11-06,20161106,2016,4,Q4 2016,11,November,2016-11,44,6,7,Sunday,1,0
2016-11-07,20161107,2016,4,Q4 2016,11,November,2016-11,45,7,1,Monday,0,0
2016-11-08,20161108,2016,4,Q4 2016,11,November,2016-11,45,8,2,Tuesday,0,0
2016-11-09,20161109,2016,4,Q4 2016,11,November,2016-11,45,9,3,Wednesday,0,0
2016-11-10,20161110,2016,4,Q4 2016,11,November,2016-11,45,10,4,Thursday,0,0
2016-11-11,20161111,2016,4,Q4 2016,11,November,2016-11,45,11,5,Friday,0,0
2016-11-12,20161112,2016,4,Q4 2016,11,November,2016-11,45,12,6,Saturday,1,0
2016-11-13,20161113,2016,4,Q4 2016,11,November,2016-11,45,13,7,Sunday,1,0
2016-11-14,20161114,2016,4,Q4 2016,11,November,2016-11,46,14,1,Monday,0,0
2016-11-15,20161115,2016,4,Q4 2016,11,November,2016-11,46,15,2,Tuesday,0,0
2016-11-16,20161116,2016,4,Q4 2016,11,November,2016-11,46,16,3,Wednesday,0,0
2016-11-17,20161117,2016,4,Q4 2016,11,November,2016-11,46,17,4,Thursday,0,0
2016-11-18,20161118,2016,4,Q4 2016,11,November,2016-11,46,18,5,Friday,0,0
2016-11-19,20161119,2016,4,Q4 2016,11,November,2016-11,46,19,6,Saturday,1,0
2016-11-20,20161120,2016,4,Q4 2016,11,November,2016-11,46,20,7,Sunday,1,0
2016-11-21,20161121,2016,4,Q4 2016,11,November,2016-11,47,21,1,Monday,0,0
2016-11-22,20161122,2016,4,Q4 2016,11,November,2016-11,47,22,2,Tuesday,0,0
2016-11-23,20161123,2016,4,Q4 2016,11,November,2016-11,47,23,3,Wednesday,0,0
2016-11-24,20161124,2016,4,Q4 2016,11,November,2016-11,47,24,4,Thursday,0,0
2016-11-25,20161125,2016,4,Q4 2016,11,November,2016-11,47,25,5,Friday,0,0
2016-11-26,20161126,2016,4,Q4 2016,11,November,2016-11,47,26,6,Saturday,1,0
2016-11-27,20161127,2016,4,Q4 2016,11,November,2016-11,47,27,7,Sunday,1,0
2016-11-28,20161128,2016,4,Q4 2016,11,November,2016-11,48,28,1,Monday,0,0
2016-11-29,20161129,2016,4,Q4 2016,11,November,2016-11,48,29,2,Tuesday,0,0
2016-11-30,20161130,2016,4,Q4 2016,11,November,2016-11,48,30,3,Wednesday,0,1
2016-12-01,20161201,2016,4,Q4 2016,12,December,2016-12,48,1,4,Thursday,0,0
2016-12-02,20161202,2016,4,Q4 2016,12,December,2016-12,48,2,5,Friday,0,0
2016-12-03,20161203,2016,4,Q4 2016,12,December,2016-12,48,3,6,Saturday,1,0
2016-12-04,20161204,2016,4,Q4 2016,12,December,2016-12,48,4,7,Sunday,1,0
2016-12-05,20161205,2016,4,Q4 2016,12,December,2016-12,49,5,1,Monday,0,0
2016-12-06,20161206,2016,4,Q4 2016,12,December,2016-12,49,6,2,Tuesday,0,0
2016-12-07,20161207,2016,4,Q4 2016,12,December,2016-12,49,7,3,Wednesday,0,0
2016-12-08,20161208,2016,4,Q4 2016,12,December,2016-12,49,8,4,Thursday,0,0
2016-12-09,20161209,2016,4,Q4 2016,12,December,2016-12,49,9,5,Friday,0,0
2016-12-10,20161210,2016,4,Q4 2016,12,December,2016-12,49,10,6,Saturday,1,0
2016-12-11,20161211,2016,4,Q4 2016,12,December,2016-12,49,11,7,Sunday,1,0
2016-12-12,20161212,2016,4,Q4 2016,12,December,2016-12,50,12,1,Monday,0,0
2016-12-13,20161213,2016,4,Q4 2016,12,December,2016-12,50,13,2,Tuesday,0,0
2016-12-14,20161214,2016,4,Q4 2016,12,December,2016-12,50,14,3,Wednesday,0,0
2016-12-15,20161215,2016,4,Q4 2016,12,December,2016-12,50,15,4,Thursday,0,0
2016-12-16,20161216,2016,4,Q4 2016,12,December,2016-12,50,16,5,Friday,0,0
2016-12-17,20161217,2016,4,Q4 2016,12,December,2016-12,50,17,6,Saturday,1,0
2016-12-18,20161218,2016,4,Q4 2016,12,December,2016-12,50,18,7,Sunday,1,0
2016-12-19,20161219,2016,4,Q4 2016,12,December,2016-12,51,19,1,Monday,0,0
2016-12-20,20161220,2016,4,Q4 2016,12,December,2016-12,51,20,2,Tuesday,0,0
2016-12-21,20161221,2016,4,Q4 2016,12,December,2016-12,51,21,3,Wednesday,0,0
2016-12-22,20161222,2016,4,Q4 2016,12,December,2016-12,51,22,4,Thursday,0,0
2016-12-23,20161223,2016,4,Q4 2016,12,December,2016-12,51,23,5,Friday,0,0
2016-12-24,20161224,2016,4,Q4 2016,12,December,2016-12,51,24,6,Saturday,1,0
2016-12-25,20161225,2016,4,Q4 2016,12,December,2016-12,51,25,7,Sunday,1,0
2016-12-26,20161226,2016,4,Q4 2016,12,December,2016-12,52,26,1,Monday,0,0
2016-12-27,20161227,2016,4,Q4 2016,12,December,2016-12,52,27,2,Tuesday,0,0
2016-12-28,20161228,2016,4,Q4 2016,12,December,2016-12,52,28,3,Wednesday,0,0
2016-12-29,20161229,2016,4,Q4 2016,12,December,2016-12,52,29,4,Thursday,0,0
2016-12-30,20161230,2016,4,Q4 2016,12,December,2016-12,52,30,5,Friday,0,0
2016-12-31,20161231,2016,4,Q4 2016,12,December,2016-12,52,31,6,Saturday,1,1
2017-01-01,20170101,2017,1,Q1 2017,1,January,2017-01,52,1,7,Sunday,1,0
2017-01-02,20170102,2017,1,Q1 2017,1,January,2017-01,1,2,1,Monday,0,0
2017-01-03,20170103,2017,1,Q1 2017,1,January,2017-01,1,3,2,Tuesday,0,0
2017-01-04,20170104,2017,1,Q1 2017,1,January,2017-01,1,4,3,Wednesday,0,0
2017-01-05,20170105,2017,1,Q1 2017,1,January,2017-01,1,5,4,Thursday,0,0
2017-01-06,20170106,2017,1,Q1 2017,1,January,2017-01,1,6,5,Friday,0,0
2017-01-07,20170107,2017,1,Q1 2017,1,January,2017-01,1,7,6,Saturday,1,0
2017-01-08,20170108,2017,1,Q1 2017,1,January,2017-01,1,8,7,Sunday,1,0
2017-01-09,20170109,2017,1,Q1 2017,1,January,2017-01,2,9,1,Monday,0,0
2017-01-10,20170110,2017,1,Q1 2017,1,January,2017-01,2,10,2,Tuesday,0,0
2017-01-11,20170111,2017,1,Q1 2017,1,January,2017-01,2,11,3,Wednesday,0,0
2017-01-12,20170112,2017,1,Q1 2017,1,January,2017-01,2,12,4,Thursday,0,0
2017-01-13,20170113,2017,1,Q1 2017,1,January,2017-01,2,13,5,Friday,0,0
2017-01-14,20170114,2017,1,Q1 2017,1,January,2017-01,2,14,6,Saturday,1,0
2017-01-15,20170115,2017,1,Q1 2017,1,January,2017-01,2,15,7,Sunday,1,0
2017-01-16,20170116,2017,1,Q1 2017,1,January,2017-01,3,16,1,Monday,0,0
2017-01-17,20170117,2017,1,Q1 2017,1,January,2017-01,3,17,2,Tuesday,0,0
2017-01-18,20170118,2017,1,Q1 2017,1,January,2017-01,3,18,3,Wednesday,0,0
2017-01-19,20170119,2017,1,Q1 2017,1,January,2017-01,3,19,4,Thursday,0,0
2017-01-20,20170120,2017,1,Q1 2017,1,January,2017-01,3,20,5,Friday,0,0
2017-01-21,20170121,2017,1,Q1 2017,1,January,2017-01,3,21,6,Saturday,1,0
2017-01-22,20170122,2017,1,Q1 2017,1,January,2017-01,3,22,7,Sunday,1,0
2017-01-23,20170123,2017,1,Q1 2017,1,January,2017-01,4,23,1,Monday,0,0
2017-01-24,20170124,2017,1,Q1 2017,1,January,2017-01,4,24,2,Tuesday,0,0
2017-01-25,20170125,2017,1,Q1 2017,1,January,2017-01,4,25,3,Wednesday,0,0
2017-01-26,20170126,2017,1,Q1 2017,1,January,2017-01,4,26,4,Thursday,0,0
2017-01-27,20170127,2017,1,Q1 2017,1,January,2017-01,4,27,5,Friday,0,0
2017-01-28,20170128,2017,1,Q1 2017,1,January,2017-01,4,28,6,Saturday,1,0
2017-01-29,20170129,2017,1,Q1 2017,1,January,2017-01,4,29,7,Sunday,1,0
2017-01-30,20170130,2017,1,Q1 2017,1,January,2017-01,5,30,1,Monday,0,0
2017-01-31,20170131,2017,1,Q1 2017,1,January,2017-01,5,31,2,Tuesday,0,1
2017-02-01,20170201,2017,1,Q1 2017,2,February,2017-02,5,1,3,Wednesday,0,0
2017-02-02,20170202,2017,1,Q1 2017,2,February,2017-02,5,2,4,Thursday,0,0
2017-02-03,20170203,2017,1,Q1 2017,2,February,2017-02,5,3,5,Friday,0,0
2017-02-04,20170204,2017,1,Q1 2017,2,February,2017-02,5,4,6,Saturday,1,0
2017-02-05,20170205,2017,1,Q1 2017,2,February,2017-02,5,5,7,Sunday,1,0
2017-02-06,20170206,2017,1,Q1 2017,2,February,2017-02,6,6,1,Monday,0,0
2017-02-07,20170207,2017,1,Q1 2017,2,February,2017-02,6,7,2,Tuesday,0,0
2017-02-08,20170208,2017,1,Q1 2017,2,February,2017-02,6,8,3,Wednesday,0,0
2017-02-09,20170209,2017,1,Q1 2017,2,February,2017-02,6,9,4,Thursday,0,0
2017-02-10,20170210,2017,1,Q1 2017,2,February,2017-02,6,10,5,Friday,0,0
2017-02-11,20170211,2017,1,Q1 2017,2,February,2017-02,6,11,6,Saturday,1,0
2017-02-12,20170212,2017,1,Q1 2017,2,February,2017-02,6,12,7,Sunday,1,0
2017-02-13,20170213,2017,1,Q1 2017,2,February,2017-02,7,13,1,Monday,0,0
2017-02-14,20170214,2017,1,Q1 2017,2,February,2017-02,7,14,2,Tuesday,0,0
2017-02-15,20170215,2017,1,Q1 2017,2,February,2017-02,7,15,3,Wednesday,0,0
2017-02-16,20170216,2017,1,Q1 2017,2,February,2017-02,7,16,4,Thursday,0,0
2017-02-17,20170217,2017,1,Q1 2017,2,February,2017-02,7,17,5,Friday,0,0
2017-02-18,20170218,2017,1,Q1 2017,2,February,2017-02,7,18,6,Saturday,1,0
2017-02-19,20170219,2017,1,Q1 2017,2,February,2017-02,7,19,7,Sunday,1,0
2017-02-20,20170220,2017,1,Q1 2017,2,February,2017-02,8,20,1,Monday,0,0
2017-02-21,20170221,2017,1,Q1 2017,2,February,2017-02,8,21,2,Tuesday,0,0
2017-02-22,20170222,2017,1,Q1 2017,2,February,2017-02,8,22,3,Wednesday,0,0
2017-02-23,20170223,2017,1,Q1 2017,2,February,2017-02,8,23,4,Thursday,0,0
2017-02-24,20170224,2017,1,Q1 2017,2,February,2017-02,8,24,5,Friday,0,0
2017-02-25,20170225,2017,1,Q1 2017,2,February,2017-02,8,25,6,Saturday,1,0
2017-02-26,20170226,2017,1,Q1 2017,2,February,2017-02,8,26,7,Sunday,1,0
2017-02-27,20170227,2017,1,Q1 2017,2,February,2017-02,9,27,1,Monday,0,0
2017-02-28,20170228,2017,1,Q1 2017,2,February,2017-02,9,28,2,Tuesday,0,1
2017-03-01,20170301,2017,1,Q1 2017,3,March,2017-03,9,1,3,Wednesday,0,0
2017-03-02,20170302,2017,1,Q1 2017,3,March,2017-03,9,2,4,Thursday,0,0
2017-03-03,20170303,2017,1,Q1 2017,3,March,2017-03,9,3,5,Friday,0,0
2017-03-04,20170304,2017,1,Q1 2017,3,March,2017-03,9,4,6,Saturday,1,0
2017-03-05,20170305,2017,1,Q1 2017,3,March,2017-03,9,5,7,Sunday,1,0
2017-03-06,20170306,2017,1,Q1 2017,3,March,2017-03,10,6,1,Monday,0,0
2017-03-07,20170307,2017,1,Q1 2017,3,March,2017-03,10,7,2,Tuesday,0,0
2017-03-08,20170308,2017,1,Q1 2017,3,March,2017-03,10,8,3,Wednesday,0,0
2017-03-09,20170309,2017,1,Q1 2017,3,March,2017-03,10,9,4,Thursday,0,0
2017-03-10,20170310,2017,1,Q1 2017,3,March,2017-03,10,10,5,Friday,0,0
2017-03-11,20170311,2017,1,Q1 2017,3,March,2017-03,10,11,6,Saturday,1,0
2017-03-12,20170312,2017,1,Q1 2017,3,March,2017-03,10,12,7,Sunday,1,0
2017-03-13,20170313,2017,1,Q1 2017,3,March,2017-03,11,13,1,Monday,0,0
2017-03-14,20170314,2017,1,Q1 2017,3,March,2017-03,11,14,2,Tuesday,0,0
2017-03-15,20170315,2017,1,Q1 2017,3,March,2017-03,11,15,3,Wednesday,0,0
2017-03-16,20170316,2017,1,Q1 2017,3,March,2017-03,11,16,4,Thursday,0,0
2017-03-17,20170317,2017,1,Q1 2017,3,March,2017-03,11,17,5,Friday,0,0
2017-03-18,20170318,2017,1,Q1 2017,3,March,2017-03,11,18,6,Saturday,1,0
2017-03-19,20170319,2017,1,Q1 2017,3,March,2017-03,11,19,7,Sunday,1,0
2017-03-20,20170320,2017,1,Q1 2017,3,March,2017-03,12,20,1,Monday,0,0
2017-03-21,20170321,2017,1,Q1 2017,3,March,2017-03,12,21,2,Tuesday,0,0
2017-03-22,20170322,2017,1,Q1 2017,3,March,2017-03,12,22,3,Wednesday,0,0
2017-03-23,20170323,2017,1,Q1 2017,3,March,2017-03,12,23,4,Thursday,0,0
2017-03-24,20170324,2017,1,Q1 2017,3,March,2017-03,12,24,5,Friday,0,0
2017-03-25,20170325,2017,1,Q1 2017,3,March,2017-03,12,25,6,Saturday,1,0
2017-03-26,20170326,2017,1,Q1 2017,3,March,2017-03,12,26,7,Sunday,1,0
2017-03-27,20170327,2017,1,Q1 2017,3,March,2017-03,13,27,1,Monday,0,0
2017-03-28,20170328,2017,1,Q1 2017,3,March,2017-03,13,28,2,Tuesday,0,0
2017-03-29,20170329,2017,1,Q1 2017,3,March,2017-03,13,29,3,Wednesday,0,0
2017-03-30,20170330,2017,1,Q1 2017,3,March,2017-03,13,30,4,Thursday,0,0
2017-03-31,20170331,2017,1,Q1 2017,3,March,2017-03,13,31,5,Friday,0,1
2017-04-01,20170401,2017,2,Q2 2017,4,April,2017-04,13,1,6,Saturday,1,0
2017-04-02,20170402,2017,2,Q2 2017,4,April,2017-04,13,2,7,Sunday,1,0
2017-04-03,20170403,2017,2,Q2 2017,4,April,2017-04,14,3,1,Monday,0,0
2017-04-04,20170404,2017,2,Q2 2017,4,April,2017-04,14,4,2,Tuesday,0,0
2017-04-05,20170405,2017,2,Q2 2017,4,April,2017-04,14,5,3,Wednesday,0,0
2017-04-06,20170406,2017,2,Q2 2017,4,April,2017-04,14,6,4,Thursday,0,0
2017-04-07,20170407,2017,2,Q2 2017,4,April,2017-04,14,7,5,Friday,0,0
2017-04-08,20170408,2017,2,Q2 2017,4,April,2017-04,14,8,6,Saturday,1,0
2017-04-09,20170409,2017,2,Q2 2017,4,April,2017-04,14,9,7,Sunday,1,0
2017-04-10,20170410,2017,2,Q2 2017,4,April,2017-04,15,10,1,Monday,0,0
2017-04-11,20170411,2017,2,Q2 2017,4,April,2017-04,15,11,2,Tuesday,0,0
2017-04-12,20170412,2017,2,Q2 2017,4,April,2017-04,15,12,3,Wednesday,0,0
2017-04-13,20170413,2017,2,Q2 2017,4,April,2017-04,15,13,4,Thursday,0,0
2017-04-14,20170414,2017,2,Q2 2017,4,April,2017-04,15,14,5,Friday,0,0
2017-04-15,20170415,2017,2,Q2 2017,4,April,2017-04,15,15,6,Saturday,1,0
2017-04-16,20170416,2017,2,Q2 2017,4,April,2017-04,15,16,7,Sunday,1,0
2017-04-17,20170417,2017,2,Q2 2017,4,April,2017-04,16,17,1,Monday,0,0
2017-04-18,20170418,2017,2,Q2 2017,4,April,2017-04,16,18,2,Tuesday,0,0
2017-04-19,20170419,2017,2,Q2 2017,4,April,2017-04,16,19,3,Wednesday,0,0
2017-04-20,20170420,2017,2,Q2 2017,4,April,2017-04,16,20,4,Thursday,0,0
2017-04-21,20170421,2017,2,Q2 2017,4,April,2017-04,16,21,5,Friday,0,0
2017-04-22,20170422,2017,2,Q2 2017,4,April,2017-04,16,22,6,Saturday,1,0
2017-04-23,20170423,2017,2,Q2 2017,4,April,2017-04,16,23,7,Sunday,1,0
2017-04-24,20170424,2017,2,Q2 2017,4,April,2017-04,17,24,1,Monday,0,0
2017-04-25,20170425,2017,2,Q2 2017,4,April,2017-04,17,25,2,Tuesday,0,0
2017-04-26,20170426,2017,2,Q2 2017,4,April,2017-04,17,26,3,Wednesday,0,0
2017-04-27,20170427,2017,2,Q2 2017,4,April,2017-04,17,27,4,Thursday,0,0
2017-04-28,20170428,2017,2,Q2 2017,4,April,2017-04,17,28,5,Friday,0,0
2017-04-29,20170429,2017,2,Q2 2017,4,April,2017-04,17,29,6,Saturday,1,0
2017-04-30,20170430,2017,2,Q2 2017,4,April,2017-04,17,30,7,Sunday,1,1
2017-05-01,20170501,2017,2,Q2 2017,5,May,2017-05,18,1,1,Monday,0,0
2017-05-02,20170502,2017,2,Q2 2017,5,May,2017-05,18,2,2,Tuesday,0,0
2017-05-03,20170503,2017,2,Q2 2017,5,May,2017-05,18,3,3,Wednesday,0,0
2017-05-04,20170504,2017,2,Q2 2017,5,May,2017-05,18,4,4,Thursday,0,0
2017-05-05,20170505,2017,2,Q2 2017,5,May,2017-05,18,5,5,Friday,0,0
2017-05-06,20170506,2017,2,Q2 2017,5,May,2017-05,18,6,6,Saturday,1,0
2017-05-07,20170507,2017,2,Q2 2017,5,May,2017-05,18,7,7,Sunday,1,0
2017-05-08,20170508,2017,2,Q2 2017,5,May,2017-05,19,8,1,Monday,0,0
2017-05-09,20170509,2017,2,Q2 2017,5,May,2017-05,19,9,2,Tuesday,0,0
2017-05-10,20170510,2017,2,Q2 2017,5,May,2017-05,19,10,3,Wednesday,0,0
2017-05-11,20170511,2017,2,Q2 2017,5,May,2017-05,19,11,4,Thursday,0,0
2017-05-12,20170512,2017,2,Q2 2017,5,May,2017-05,19,12,5,Friday,0,0
2017-05-13,20170513,2017,2,Q2 2017,5,May,2017-05,19,13,6,Saturday,1,0
2017-05-14,20170514,2017,2,Q2 2017,5,May,2017-05,19,14,7,Sunday,1,0
2017-05-15,20170515,2017,2,Q2 2017,5,May,2017-05,20,15,1,Monday,0,0
2017-05-16,20170516,2017,2,Q2 2017,5,May,2017-05,20,16,2,Tuesday,0,0
2017-05-17,20170517,2017,2,Q2 2017,5,May,2017-05,20,17,3,Wednesday,0,0
2017-05-18,20170518,2017,2,Q2 2017,5,May,2017-05,20,18,4,Thursday,0,0
2017-05-19,20170519,2017,2,Q2 2017,5,May,2017-05,20,19,5,Friday,0,0
2017-05-20,20170520,2017,2,Q2 2017,5,May,2017-05,20,20,6,Saturday,1,0
2017-05-21,20170521,2017,2,Q2 2017,5,May,2017-05,20,21,7,Sunday,1,0
2017-05-22,20170522,2017,2,Q2 2017,5,May,2017-05,21,22,1,Monday,0,0
2017-05-23,20170523,2017,2,Q2 2017,5,May,2017-05,21,23,2,Tuesday,0,0
2017-05-24,20170524,2017,2,Q2 2017,5,May,2017-05,21,24,3,Wednesday,0,0
2017-05-25,20170525,2017,2,Q2 2017,5,May,2017-05,21,25,4,Thursday,0,0
2017-05-26,20170526,2017,2,Q2 2017,5,May,2017-05,21,26,5,Friday,0,0
2017-05-27,20170527,2017,2,Q2 2017,5,May,2017-05,21,27,6,Saturday,1,0
2017-05-28,20170528,2017,2,Q2 2017,5,May,2017-05,21,28,7,Sunday,1,0
2017-05-29,20170529,2017,2,Q2 2017,5,May,2017-05,22,29,1,Monday,0,0
2017-05-30,20170530,2017,2,Q2 2017,5,May,2017-05,22,30,2,Tuesday,0,0
2017-05-31,20170531,2017,2,Q2 2017,5,May,2017-05,22,31,3,Wednesday,0,1
2017-06-01,20170601,2017,2,Q2 2017,6,June,2017-06,22,1,4,Thursday,0,0
2017-06-02,20170602,2017,2,Q2 2017,6,June,2017-06,22,2,5,Friday,0,0
2017-06-03,20170603,2017,2,Q2 2017,6,June,2017-06,22,3,6,Saturday,1,0
2017-06-04,20170604,2017,2,Q2 2017,6,June,2017-06,22,4,7,Sunday,1,0
2017-06-05,20170605,2017,2,Q2 2017,6,June,2017-06,23,5,1,Monday,0,0
2017-06-06,20170606,2017,2,Q2 2017,6,June,2017-06,23,6,2,Tuesday,0,0
2017-06-07,20170607,2017,2,Q2 2017,6,June,2017-06,23,7,3,Wednesday,0,0
2017-06-08,20170608,2017,2,Q2 2017,6,June,2017-06,23,8,4,Thursday,0,0
2017-06-09,20170609,2017,2,Q2 2017,6,June,2017-06,23,9,5,Friday,0,0
2017-06-10,20170610,2017,2,Q2 2017,6,June,2017-06,23,10,6,Saturday,1,0
2017-06-11,20170611,2017,2,Q2 2017,6,June,2017-06,23,11,7,Sunday,1,0
2017-06-12,20170612,2017,2,Q2 2017,6,June,2017-06,24,12,1,Monday,0,0
2017-06-13,20170613,2017,2,Q2 2017,6,June,2017-06,24,13,2,Tuesday,0,0
2017-06-14,20170614,2017,2,Q2 2017,6,June,2017-06,24,14,3,Wednesday,0,0
2017-06-15,20170615,2017,2,Q2 2017,6,June,2017-06,24,15,4,Thursday,0,0
2017-06-16,20170616,2017,2,Q2 2017,6,June,2017-06,24,16,5,Friday,0,0
2017-06-17,20170617,2017,2,Q2 2017,6,June,2017-06,24,17,6,Saturday,1,0
2017-06-18,20170618,2017,2,Q2 2017,6,June,2017-06,24,18,7,Sunday,1,0
2017-06-19,20170619,2017,2,Q2 2017,6,June,2017-06,25,19,1,Monday,0,0
2017-06-20,20170620,2017,2,Q2 2017,6,June,2017-06,25,20,2,Tuesday,0,0
2017-06-21,20170621,2017,2,Q2 2017,6,June,2017-06,25,21,3,Wednesday,0,0
2017-06-22,20170622,2017,2,Q2 2017,6,June,2017-06,25,22,4,Thursday,0,0
2017-06-23,20170623,2017,2,Q2 2017,6,June,2017-06,25,23,5,Friday,0,0
2017-06-24,20170624,2017,2,Q2 2017,6,June,2017-06,25,24,6,Saturday,1,0
2017-06-25,20170625,2017,2,Q2 2017,6,June,2017-06,25,25,7,Sunday,1,0
2017-06-26,20170626,2017,2,Q2 2017,6,June,2017-06,26,26,1,Monday,0,0
2017-06-27,20170627,2017,2,Q2 2017,6,June,2017-06,26,27,2,Tuesday,0,0
2017-06-28,20170628,2017,2,Q2 2017,6,June,2017-06,26,28,3,Wednesday,0,0
2017-06-29,20170629,2017,2,Q2 2017,6,June,2017-06,26,29,4,Thursday,0,0
2017-06-30,20170630,2017,2,Q2 2017,6,June,2017-06,26,30,5,Friday,0,1
2017-07-01,20170701,2017,3,Q3 2017,7,July,2017-07,26,1,6,Saturday,1,0
2017-07-02,20170702,2017,3,Q3 2017,7,July,2017-07,26,2,7,Sunday,1,0
2017-07-03,20170703,2017,3,Q3 2017,7,July,2017-07,27,3,1,Monday,0,0
2017-07-04,20170704,2017,3,Q3 2017,7,July,2017-07,27,4,2,Tuesday,0,0
2017-07-05,20170705,2017,3,Q3 2017,7,July,2017-07,27,5,3,Wednesday,0,0
2017-07-06,20170706,2017,3,Q3 2017,7,July,2017-07,27,6,4,Thursday,0,0
2017-07-07,20170707,2017,3,Q3 2017,7,July,2017-07,27,7,5,Friday,0,0
2017-07-08,20170708,2017,3,Q3 2017,7,July,2017-07,27,8,6,Saturday,1,0
2017-07-09,20170709,2017,3,Q3 2017,7,July,2017-07,27,9,7,Sunday,1,0
2017-07-10,20170710,2017,3,Q3 2017,7,July,2017-07,28,10,1,Monday,0,0
2017-07-11,20170711,2017,3,Q3 2017,7,July,2017-07,28,11,2,Tuesday,0,0
2017-07-12,20170712,2017,3,Q3 2017,7,July,2017-07,28,12,3,Wednesday,0,0
2017-07-13,20170713,2017,3,Q3 2017,7,July,2017-07,28,13,4,Thursday,0,0
2017-07-14,20170714,2017,3,Q3 2017,7,July,2017-07,28,14,5,Friday,0,0
2017-07-15,20170715,2017,3,Q3 2017,7,July,2017-07,28,15,6,Saturday,1,0
2017-07-16,20170716,2017,3,Q3 2017,7,July,2017-07,28,16,7,Sunday,1,0
2017-07-17,20170717,2017,3,Q3 2017,7,July,2017-07,29,17,1,Monday,0,0
2017-07-18,20170718,2017,3,Q3 2017,7,July,2017-07,29,18,2,Tuesday,0,0
2017-07-19,20170719,2017,3,Q3 2017,7,July,2017-07,29,19,3,Wednesday,0,0
2017-07-20,20170720,2017,3,Q3 2017,7,July,2017-07,29,20,4,Thursday,0,0
2017-07-21,20170721,2017,3,Q3 2017,7,July,2017-07,29,21,5,Friday,0,0
2017-07-22,20170722,2017,3,Q3 2017,7,July,2017-07,29,22,6,Saturday,1,0
2017-07-23,20170723,2017,3,Q3 2017,7,July,2017-07,29,23,7,Sunday,1,0
2017-07-24,20170724,2017,3,Q3 2017,7,July,2017-07,30,24,1,Monday,0,0
2017-07-25,20170725,2017,3,Q3 2017,7,July,2017-07,30,25,2,Tuesday,0,0
2017-07-26,20170726,2017,3,Q3 2017,7,July,2017-07,30,26,3,Wednesday,0,0
2017-07-27,20170727,2017,3,Q3 2017,7,July,2017-07,30,27,4,Thursday,0,0
2017-07-28,20170728,2017,3,Q3 2017,7,July,2017-07,30,28,5,Friday,0,0
2017-07-29,20170729,2017,3,Q3 2017,7,July,2017-07,30,29,6,Saturday,1,0
2017-07-30,20170730,2017,3,Q3 2017,7,July,2017-07,30,30,7,Sunday,1,0
2017-07-31,20170731,2017,3,Q3 2017,7,July,2017-07,31,31,1,Monday,0,1
2017-08-01,20170801,2017,3,Q3 2017,8,August,2017-08,31,1,2,Tuesday,0,0
2017-08-02,20170802,2017,3,Q3 2017,8,August,2017-08,31,2,3,Wednesday,0,0
2017-08-03,20170803,2017,3,Q3 2017,8,August,2017-08,31,3,4,Thursday,0,0
2017-08-04,20170804,2017,3,Q3 2017,8,August,2017-08,31,4,5,Friday,0,0
2017-08-05,20170805,2017,3,Q3 2017,8,August,2017-08,31,5,6,Saturday,1,0
2017-08-06,20170806,2017,3,Q3 2017,8,August,2017-08,31,6,7,Sunday,1,0
2017-08-07,20170807,2017,3,Q3 2017,8,August,2017-08,32,7,1,Monday,0,0
2017-08-08,20170808,2017,3,Q3 2017,8,August,2017-08,32,8,2,Tuesday,0,0
