full_date,date_key,year,quarter,quarter_name,month,month_name,year_month,week,day,day_of_week,day_name,is_weekend,is_month_end
2017-08-09,20170809,2017,3,Q3 2017,8,August,2017-08,32,9,3,Wednesday,0,0
2017-08-10,20170810,2017,3,Q3 2017,8,August,2017-08,32,10,4,Thursday,0,0
2017-08-11,20170811,2017,3,Q3 2017,8,August,2017-08,32,11,5,Friday,0,0
2017-08-12,20170812,2017,3,Q3 2017,8,August,2017-08,32,12,6,Saturday,1,0
2017-08-13,20170813,2017,3,Q3 2017,8,August,2017-08,32,13,7,Sunday,1,0
2017-08-14,20170814,2017,3,Q3 2017,8,August,2017-08,33,14,1,Monday,0,0
2017-08-15,20170815,2017,3,Q3 2017,8,August,2017-08,33,15,2,Tuesday,0,0
2017-08-16,20170816,2017,3,Q3 2017,8,August,2017-08,33,16,3,Wednesday,0,0
2017-08-17,20170817,2017,3,Q3 2017,8,August,2017-08,33,17,4,Thursday,0,0
2017-08-18,20170818,2017,3,Q3 2017,8,August,2017-08,33,18,5,Friday,0,0
2017-08-19,20170819,2017,3,Q3 2017,8,August,2017-08,33,19,6,Saturday,1,0
2017-08-20,20170820,2017,3,Q3 2017,8,August,2017-08,33,20,7,Sunday,1,0
2017-08-21,20170821,2017,3,Q3 2017,8,August,2017-08,34,21,1,Monday,0,0
2017-08-22,20170822,2017,3,Q3 2017,8,August,2017-08,34,22,2,Tuesday,0,0
2017-08-23,20170823,2017,3,Q3 2017,8,August,2017-08,34,23,3,Wednesday,0,0
2017-08-24,20170824,2017,3,Q3 2017,8,August,2017-08,34,24,4,Thursday,0,0
2017-08-25,20170825,2017,3,Q3 2017,8,August,2017-08,34,25,5,Friday,0,0
2017-08-26,20170826,2017,3,Q3 2017,8,August,2017-08,34,26,6,Saturday,1,0
2017-08-27,20170827,2017,3,Q3 2017,8,August,2017-08,34,27,7,Sunday,1,0
2017-08-28,20170828,2017,3,Q3 2017,8,August,2017-08,35,28,1,Monday,0,0
2017-08-29,20170829,2017,3,Q3 2017,8,August,2017-08,35,29,2,Tuesday,0,0
2017-08-30,20170830,2017,3,Q3 2017,8,August,2017-08,35,30,3,Wednesday,0,0
2017-08-31,20170831,2017,3,Q3 2017,8,August,2017-08,35,31,4,Thursday,0,1
2017-09-01,20170901,2017,3,Q3 2017,9,September,2017-09,35,1,5,Friday,0,0
2017-09-02,20170902,2017,3,Q3 2017,9,September,2017-09,35,2,6,Saturday,1,0
2017-09-03,20170903,2017,3,Q3 2017,9,September,2017-09,35,3,7,Sunday,1,0
2017-09-04,20170904,2017,3,Q3 2017,9,September,2017-09,36,4,1,Monday,0,0
2017-09-05,20170905,2017,3,Q3 2017,9,September,2017-09,36,5,2,Tuesday,0,0
2017-09-06,20170906,2017,3,Q3 2017,9,September,2017-09,36,6,3,Wednesday,0,0
2017-09-07,20170907,2017,3,Q3 2017,9,September,2017-09,36,7,4,Thursday,0,0
2017-09-08,20170908,2017,3,Q3 2017,9,September,2017-09,36,8,5,Friday,0,0
2017-09-09,20170909,2017,3,Q3 2017,9,September,2017-09,36,9,6,Saturday,1,0
2017-09-10,20170910,2017,3,Q3 2017,9,September,2017-09,36,10,7,Sunday,1,0
2017-09-11,20170911,2017,3,Q3 2017,9,September,2017-09,37,11,1,Monday,0,0
2017-09-12,20170912,2017,3,Q3 2017,9,September,2017-09,37,12,2,Tuesday,0,0
2017-09-13,20170913,2017,3,Q3 2017,9,September,2017-09,37,13,3,Wednesday,0,0
2017-09-14,20170914,2017,3,Q3 2017,9,September,2017-09,37,14,4,Thursday,0,0
2017-09-15,20170915,2017,3,Q3 2017,9,September,2017-09,37,15,5,Friday,0,0
2017-09-16,20170916,2017,3,Q3 2017,9,September,2017-09,37,16,6,Saturday,1,0
2017-09-17,20170917,2017,3,Q3 2017,9,September,2017-09,37,17,7,Sunday,1,0
2017-09-18,20170918,2017,3,Q3 2017,9,September,2017-09,38,18,1,Monday,0,0
2017-09-19,20170919,2017,3,Q3 2017,9,September,2017-09,38,19,2,Tuesday,0,0
2017-09-20,20170920,2017,3,Q3 2017,9,September,2017-09,38,20,3,Wednesday,0,0
2017-09-21,20170921,2017,3,Q3 2017,9,September,2017-09,38,21,4,Thursday,0,0
2017-09-22,20170922,2017,3,Q3 2017,9,September,2017-09,38,22,5,Friday,0,0
2017-09-23,20170923,2017,3,Q3 2017,9,September,2017-09,38,23,6,Saturday,1,0
2017-09-24,20170924,2017,3,Q3 2017,9,September,2017-09,38,24,7,Sunday,1,0
2017-09-25,20170925,2017,3,Q3 2017,9,September,2017-09,39,25,1,Monday,0,0
2017-09-26,20170926,2017,3,Q3 2017,9,September,2017-09,39,26,2,Tuesday,0,0
2017-09-27,20170927,2017,3,Q3 2017,9,September,2017-09,39,27,3,Wednesday,0,0
2017-09-28,20170928,2017,3,Q3 2017,9,September,2017-09,39,28,4,Thursday,0,0
2017-09-29,20170929,2017,3,Q3 2017,9,September,2017-09,39,29,5,Friday,0,0
2017-09-30,20170930,2017,3,Q3 2017,9,September,2017-09,39,30,6,Saturday,1,1
2017-10-01,20171001,2017,4,Q4 2017,10,October,2017-10,39,1,7,Sunday,1,0
2017-10-02,20171002,2017,4,Q4 2017,10,October,2017-10,40,2,1,Monday,0,0
2017-10-03,20171003,2017,4,Q4 2017,10,October,2017-10,40,3,2,Tuesday,0,0
2017-10-04,20171004,2017,4,Q4 2017,10,October,2017-10,40,4,3,Wednesday,0,0
2017-10-05,20171005,2017,4,Q4 2017,10,October,2017-10,40,5,4,Thursday,0,0
2017-10-06,20171006,2017,4,Q4 2017,10,October,2017-10,40,6,5,Friday,0,0
2017-10-07,20171007,2017,4,Q4 2017,10,October,2017-10,40,7,6,Saturday,1,0
2017-10-08,20171008,2017,4,Q4 2017,10,October,2017-10,40,8,7,Sunday,1,0
2017-10-09,20171009,2017,4,Q4 2017,10,October,2017-10,41,9,1,Monday,0,0
2017-10-10,20171010,2017,4,Q4 2017,10,October,2017-10,41,10,2,Tuesday,0,0
2017-10-11,20171011,2017,4,Q4 2017,10,October,2017-10,41,11,3,Wednesday,0,0
2017-10-12,20171012,2017,4,Q4 2017,10,October,2017-10,41,12,4,Thursday,0,0
2017-10-13,20171013,2017,4,Q4 2017,10,October,2017-10,41,13,5,Friday,0,0
2017-10-14,20171014,2017,4,Q4 2017,10,October,2017-10,41,14,6,Saturday,1,0
2017-10-15,20171015,2017,4,Q4 2017,10,October,2017-10,41,15,7,Sunday,1,0
2017-10-16,20171016,2017,4,Q4 2017,10,October,2017-10,42,16,1,Monday,0,0
2017-10-17,20171017,2017,4,Q4 2017,10,October,2017-10,42,17,2,Tuesday,0,0
2017-10-18,20171018,2017,4,Q4 2017,10,October,2017-10,42,18,3,Wednesday,0,0
2017-10-19,20171019,2017,4,Q4 2017,10,October,2017-10,42,19,4,Thursday,0,0
2017-10-20,20171020,2017,4,Q4 2017,10,October,2017-10,42,20,5,Friday,0,0
2017-10-21,20171021,2017,4,Q4 2017,10,October,2017-10,42,21,6,Saturday,1,0
2017-10-22,20171022,2017,4,Q4 2017,10,October,2017-10,42,22,7,Sunday,1,0
2017-10-23,20171023,2017,4,Q4 2017,10,October,2017-10,43,23,1,Monday,0,0
2017-10-24,20171024,2017,4,Q4 2017,10,October,2017-10,43,24,2,Tuesday,0,0
2017-10-25,20171025,2017,4,Q4 2017,10,October,2017-10,43,25,3,Wednesday,0,0
2017-10-26,20171026,2017,4,Q4 2017,10,October,2017-10,43,26,4,Thursday,0,0
2017-10-27,20171027,2017,4,Q4 2017,10,October,2017-10,43,27,5,Friday,0,0
2017-10-28,20171028,2017,4,Q4 2017,10,October,2017-10,43,28,6,Saturday,1,0
2017-10-29,20171029,2017,4,Q4 2017,10,October,2017-10,43,29,7,Sunday,1,0
2017-10-30,20171030,2017,4,Q4 2017,10,October,2017-10,44,30,1,Monday,0,0
2017-10-31,20171031,2017,4,Q4 2017,10,October,2017-10,44,31,2,Tuesday,0,1
2017-11-01,20171101,2017,4,Q4 2017,11,November,2017-11,44,1,3,Wednesday,0,0
2017-11-02,20171102,2017,4,Q4 2017,11,November,2017-11,44,2,4,Thursday,0,0
2017-11-03,20171103,2017,4,Q4 2017,11,November,2017-11,44,3,5,Friday,0,0
2017-11-04,20171104,2017,4,Q4 2017,11,November,2017-11,44,4,6,Saturday,1,0
2017-11-05,20171105,2017,4,Q4 2017,11,November,2017-11,44,5,7,Sunday,1,0
2017-11-06,20171106,2017,4,Q4 2017,11,November,2017-11,45,6,1,Monday,0,0
2017-11-07,20171107,2017,4,Q4 2017,11,November,2017-11,45,7,2,Tuesday,0,0
2017-11-08,20171108,2017,4,Q4 2017,11,November,2017-11,45,8,3,Wednesday,0,0
2017-11-09,20171109,2017,4,Q4 2017,11,November,2017-11,45,9,4,Thursday,0,0
2017-11-10,20171110,2017,4,Q4 2017,11,November,2017-11,45,10,5,Friday,0,0
2017-11-11,20171111,2017,4,Q4 2017,11,November,2017-11,45,11,6,Saturday,1,0
2017-11-12,20171112,2017,4,Q4 2017,11,November,2017-11,45,12,7,Sunday,1,0
2017-11-13,20171113,2017,4,Q4 2017,11,November,2017-11,46,13,1,Monday,0,0
2017-11-14,20171114,2017,4,Q4 2017,11,November,2017-11,46,14,2,Tuesday,0,0
2017-11-15,20171115,2017,4,Q4 2017,11,November,2017-11,46,15,3,Wednesday,0,0
2017-11-16,20171116,2017,4,Q4 2017,11,November,2017-11,46,16,4,Thursday,0,0
2017-11-17,20171117,2017,4,Q4 2017,11,November,2017-11,46,17,5,Friday,0,0
2017-11-18,20171118,2017,4,Q4 2017,11,November,2017-11,46,18,6,Saturday,1,0
2017-11-19,20171119,2017,4,Q4 2017,11,November,2017-11,46,19,7,Sunday,1,0
2017-11-20,20171120,2017,4,Q4 2017,11,November,2017-11,47,20,1,Monday,0,0
2017-11-21,20171121,2017,4,Q4 2017,11,November,2017-11,47,21,2,Tuesday,0,0
2017-11-22,20171122,2017,4,Q4 2017,11,November,2017-11,47,22,3,Wednesday,0,0
2017-11-23,20171123,2017,4,Q4 2017,11,November,2017-11,47,23,4,Thursday,0,0
2017-11-24,20171124,2017,4,Q4 2017,11,November,2017-11,47,24,5,Friday,0,0
2017-11-25,20171125,2017,4,Q4 2017,11,November,2017-11,47,25,6,Saturday,1,0
2017-11-26,20171126,2017,4,Q4 2017,11,November,2017-11,47,26,7,Sunday,1,0
2017-11-27,20171127,2017,4,Q4 2017,11,November,2017-11,48,27,1,Monday,0,0
2017-11-28,20171128,2017,4,Q4 2017,11,November,2017-11,48,28,2,Tuesday,0,0
2017-11-29,20171129,2017,4,Q4 2017,11,November,2017-11,48,29,3,Wednesday,0,0
2017-11-30,20171130,2017,4,Q4 2017,11,November,2017-11,48,30,4,Thursday,0,1
2017-12-01,20171201,2017,4,Q4 2017,12,December,2017-12,48,1,5,Friday,0,0
2017-12-02,20171202,2017,4,Q4 2017,12,December,2017-12,48,2,6,Saturday,1,0
2017-12-03,20171203,2017,4,Q4 2017,12,December,2017-12,48,3,7,Sunday,1,0
2017-12-04,20171204,2017,4,Q4 2017,12,December,2017-12,49,4,1,Monday,0,0
2017-12-05,20171205,2017,4,Q4 2017,12,December,2017-12,49,5,2,Tuesday,0,0
2017-12-06,20171206,2017,4,Q4 2017,12,December,2017-12,49,6,3,Wednesday,0,0
2017-12-07,20171207,2017,4,Q4 2017,12,December,2017-12,49,7,4,Thursday,0,0
2017-12-08,20171208,2017,4,Q4 2017,12,December,2017-12,49,8,5,Friday,0,0
2017-12-09,20171209,2017,4,Q4 2017,12,December,2017-12,49,9,6,Saturday,1,0
2017-12-10,20171210,2017,4,Q4 2017,12,December,2017-12,49,10,7,Sunday,1,0
2017-12-11,20171211,2017,4,Q4 2017,12,December,2017-12,50,11,1,Monday,0,0
2017-12-12,20171212,2017,4,Q4 2017,12,December,2017-12,50,12,2,Tuesday,0,0
2017-12-13,20171213,2017,4,Q4 2017,12,December,2017-12,50,13,3,Wednesday,0,0
2017-12-14,20171214,2017,4,Q4 2017,12,December,2017-12,50,14,4,Thursday,0,0
2017-12-15,20171215,2017,4,Q4 2017,12,December,2017-12,50,15,5,Friday,0,0
2017-12-16,20171216,2017,4,Q4 2017,12,December,2017-12,50,16,6,Saturday,1,0
2017-12-17,20171217,2017,4,Q4 2017,12,December,2017-12,50,17,7,Sunday,1,0
2017-12-18,20171218,2017,4,Q4 2017,12,December,2017-12,51,18,1,Monday,0,0
2017-12-19,20171219,2017,4,Q4 2017,12,December,2017-12,51,19,2,Tuesday,0,0
2017-12-20,20171220,2017,4,Q4 2017,12,December,2017-12,51,20,3,Wednesday,0,0
2017-12-21,20171221,2017,4,Q4 2017,12,December,2017-12,51,21,4,Thursday,0,0
2017-12-22,20171222,2017,4,Q4 2017,12,December,2017-12,51,22,5,Friday,0,0
2017-12-23,20171223,2017,4,Q4 2017,12,December,2017-12,51,23,6,Saturday,1,0
2017-12-24,20171224,2017,4,Q4 2017,12,December,2017-12,51,24,7,Sunday,1,0
2017-12-25,20171225,2017,4,Q4 2017,12,December,2017-12,52,25,1,Monday,0,0
2017-12-26,20171226,2017,4,Q4 2017,12,December,2017-12,52,26,2,Tuesday,0,0
2017-12-27,20171227,2017,4,Q4 2017,12,December,2017-12,52,27,3,Wednesday,0,0
2017-12-28,20171228,2017,4,Q4 2017,12,December,2017-12,52,28,4,Thursday,0,0
2017-12-29,20171229,2017,4,Q4 2017,12,December,2017-12,52,29,5,Friday,0,0
2017-12-30,20171230,2017,4,Q4 2017,12,December,2017-12,52,30,6,Saturday,1,0
2017-12-31,20171231,2017,4,Q4 2017,12,December,2017-12,52,31,7,Sunday,1,1
2018-01-01,20180101,2018,1,Q1 2018,1,January,2018-01,1,1,1,Monday,0,0
2018-01-02,20180102,2018,1,Q1 2018,1,January,2018-01,1,2,2,Tuesday,0,0
2018-01-03,20180103,2018,1,Q1 2018,1,January,2018-01,1,3,3,Wednesday,0,0
2018-01-04,20180104,2018,1,Q1 2018,1,January,2018-01,1,4,4,Thursday,0,0
2018-01-05,20180105,2018,1,Q1 2018,1,January,2018-01,1,5,5,Friday,0,0
2018-01-06,20180106,2018,1,Q1 2018,1,January,2018-01,1,6,6,Saturday,1,0
2018-01-07,20180107,2018,1,Q1 2018,1,January,2018-01,1,7,7,Sunday,1,0
2018-01-08,20180108,2018,1,Q1 2018,1,January,2018-01,2,8,1,Monday,0,0
2018-01-09,20180109,2018,1,Q1 2018,1,January,2018-01,2,9,2,Tuesday,0,0
2018-01-10,20180110,2018,1,Q1 2018,1,January,2018-01,2,10,3,Wednesday,0,0
2018-01-11,20180111,2018,1,Q1 2018,1,January,2018-01,2,11,4,Thursday,0,0
2018-01-12,20180112,2018,1,Q1 2018,1,January,2018-01,2,12,5,Friday,0,0
2018-01-13,20180113,2018,1,Q1 2018,1,January,2018-01,2,13,6,Saturday,1,0
2018-01-14,20180114,2018,1,Q1 2018,1,January,2018-01,2,14,7,Sunday,1,0
2018-01-15,20180115,2018,1,Q1 2018,1,January,2018-01,3,15,1,Monday,0,0
2018-01-16,20180116,2018,1,Q1 2018,1,January,2018-01,3,16,2,Tuesday,0,0
2018-01-17,20180117,2018,1,Q1 2018,1,January,2018-01,3,17,3,Wednesday,0,0
2018-01-18,20180118,2018,1,Q1 2018,1,January,2018-01,3,18,4,Thursday,0,0
2018-01-19,20180119,2018,1,Q1 2018,1,January,2018-01,3,19,5,Friday,0,0
2018-01-20,20180120,2018,1,Q1 2018,1,January,2018-01,3,20,6,Saturday,1,0
2018-01-21,20180121,2018,1,Q1 2018,1,January,2018-01,3,21,7,Sunday,1,0
2018-01-22,20180122,2018,1,Q1 2018,1,January,2018-01,4,22,1,Monday,0,0
2018-01-23,20180123,2018,1,Q1 2018,1,January,2018-01,4,23,2,Tuesday,0,0
2018-01-24,20180124,2018,1,Q1 2018,1,January,2018-01,4,24,3,Wednesday,0,0
2018-01-25,20180125,2018,1,Q1 2018,1,January,2018-01,4,25,4,Thursday,0,0
2018-01-26,20180126,2018,1,Q1 2018,1,January,2018-01,4,26,5,Friday,0,0
2018-01-27,20180127,2018,1,Q1 2018,1,January,2018-01,4,27,6,Saturday,1,0
2018-01-28,20180128,2018,1,Q1 2018,1,January,2018-01,4,28,7,Sunday,1,0
2018-01-29,20180129,2018,1,Q1 2018,1,January,2018-01,5,29,1,Monday,0,0
2018-01-30,20180130,2018,1,Q1 2018,1,January,2018-01,5,30,2,Tuesday,0,0
2018-01-31,20180131,2018,1,Q1 2018,1,January,2018-01,5,31,3,Wednesday,0,1
2018-02-01,20180201,2018,1,Q1 2018,2,February,2018-02,5,1,4,Thursday,0,0
2018-02-02,20180202,2018,1,Q1 2018,2,February,2018-02,5,2,5,Friday,0,0
2018-02-03,20180203,2018,1,Q1 2018,2,February,2018-02,5,3,6,Saturday,1,0
2018-02-04,20180204,2018,1,Q1 2018,2,February,2018-02,5,4,7,Sunday,1,0
2018-02-05,20180205,2018,1,Q1 2018,2,February,2018-02,6,5,1,Monday,0,0
2018-02-06,20180206,2018,1,Q1 2018,2,February,2018-02,6,6,2,Tuesday,0,0
2018-02-07,20180207,2018,1,Q1 2018,2,February,2018-02,6,7,3,Wednesday,0,0
2018-02-08,20180208,2018,1,Q1 2018,2,February,2018-02,6,8,4,Thursday,0,0
2018-02-09,20180209,2018,1,Q1 2018,2,February,2018-02,6,9,5,Friday,0,0
2018-02-10,20180210,2018,1,Q1 2018,2,February,2018-02,6,10,6,Saturday,1,0
2018-02-11,20180211,2018,1,Q1 2018,2,February,2018-02,6,11,7,Sunday,1,0
2018-02-12,20180212,2018,1,Q1 2018,2,February,2018-02,7,12,1,Monday,0,0
2018-02-13,20180213,2018,1,Q1 2018,2,February,2018-02,7,13,2,Tuesday,0,0
2018-02-14,20180214,2018,1,Q1 2018,2,February,2018-02,7,14,3,Wednesday,0,0
2018-02-15,20180215,2018,1,Q1 2018,2,February,2018-02,7,15,4,Thursday,0,0
2018-02-16,20180216,2018,1,Q1 2018,2,February,2018-02,7,16,5,Friday,0,0
2018-02-17,20180217,2018,1,Q1 2018,2,February,2018-02,7,17,6,Saturday,1,0
2018-02-18,20180218,2018,1,Q1 2018,2,February,2018-02,7,18,7,Sunday,1,0
2018-02-19,20180219,2018,1,Q1 2018,2,February,2018-02,8,19,1,Monday,0,0
2018-02-20,20180220,2018,1,Q1 2018,2,February,2018-02,8,20,2,Tuesday,0,0
2018-02-21,20180221,2018,1,Q1 2018,2,February,2018-02,8,21,3,Wednesday,0,0
2018-02-22,20180222,2018,1,Q1 2018,2,February,2018-02,8,22,4,Thursday,0,0
2018-02-23,20180223,2018,1,Q1 2018,2,February,2018-02,8,23,5,Friday,0,0
2018-02-24,20180224,2018,1,Q1 2018,2,February,2018-02,8,24,6,Saturday,1,0
2018-02-25,20180225,2018,1,Q1 2018,2,February,2018-02,8,25,7,Sunday,1,0
2018-02-26,20180226,2018,1,Q1 2018,2,February,2018-02,9,26,1,Monday,0,0
2018-02-27,20180227,2018,1,Q1 2018,2,February,2018-02,9,27,2,Tuesday,0,0
2018-02-28,20180228,2018,1,Q1 2018,2,February,2018-02,9,28,3,Wednesday,0,1
2018-03-01,20180301,2018,1,Q1 2018,3,March,2018-03,9,1,4,Thursday,0,0
2018-03-02,20180302,2018,1,Q1 2018,3,March,2018-03,9,2,5,Friday,0,0
2018-03-03,20180303,2018,1,Q1 2018,3,March,2018-03,9,3,6,Saturday,1,0
2018-03-04,20180304,2018,1,Q1 2018,3,March,2018-03,9,4,7,Sunday,1,0
2018-03-05,20180305,2018,1,Q1 2018,3,March,2018-03,10,5,1,Monday,0,0
2018-03-06,20180306,2018,1,Q1 2018,3,March,2018-03,10,6,2,Tuesday,0,0
2018-03-07,20180307,2018,1,Q1 2018,3,March,2018-03,10,7,3,Wednesday,0,0
2018-03-08,20180308,2018,1,Q1 2018,3,March,2018-03,10,8,4,Thursday,0,0
2018-03-09,20180309,2018,1,Q1 2018,3,March,2018-03,10,9,5,Friday,0,0
2018-03-10,20180310,2018,1,Q1 2018,3,March,2018-03,10,10,6,Saturday,1,0
2018-03-11,20180311,2018,1,Q1 2018,3,March,2018-03,10,11,7,Sunday,1,0
2018-03-12,20180312,2018,1,Q1 2018,3,March,2018-03,11,12,1,Monday,0,0
2018-03-13,20180313,2018,1,Q1 2018,3,March,2018-03,11,13,2,Tuesday,0,0
2018-03-14,20180314,2018,1,Q1 2018,3,March,2018-03,11,14,3,Wednesday,0,0
2018-03-15,20180315,2018,1,Q1 2018,3,March,2018-03,11,15,4,Thursday,0,0
2018-03-16,20180316,2018,1,Q1 2018,3,March,2018-03,11,16,5,Friday,0,0
2018-03-17,20180317,2018,1,Q1 2018,3,March,2018-03,11,17,6,Saturday,1,0
2018-03-18,20180318,2018,1,Q1 2018,3,March,2018-03,11,18,7,Sunday,1,0
2018-03-19,20180319,2018,1,Q1 2018,3,March,2018-03,12,19,1,Monday,0,0
2018-03-20,20180320,2018,1,Q1 2018,3,March,2018-03,12,20,2,Tuesday,0,0
2018-03-21,20180321,2018,1,Q1 2018,3,March,2018-03,12,21,3,Wednesday,0,0
2018-03-22,20180322,2018,1,Q1 2018,3,March,2018-03,12,22,4,Thursday,0,0
2018-03-23,20180323,2018,1,Q1 2018,3,March,2018-03,12,23,5,Friday,0,0
2018-03-24,20180324,2018,1,Q1 2018,3,March,2018-03,12,24,6,Saturday,1,0
2018-03-25,20180325,2018,1,Q1 2018,3,March,2018-03,12,25,7,Sunday,1,0
2018-03-26,20180326,2018,1,Q1 2018,3,March,2018-03,13,26,1,Monday,0,0
2018-03-27,20180327,2018,1,Q1 2018,3,March,2018-03,13,27,2,Tuesday,0,0
2018-03-28,20180328,2018,1,Q1 2018,3,March,2018-03,13,28,3,Wednesday,0,0
2018-03-29,20180329,2018,1,Q1 2018,3,March,2018-03,13,29,4,Thursday,0,0
2018-03-30,20180330,2018,1,Q1 2018,3,March,2018-03,13,30,5,Friday,0,0
2018-03-31,20180331,2018,1,Q1 2018,3,March,2018-03,13,31,6,Saturday,1,1
2018-04-01,20180401,2018,2,Q2 2018,4,April,2018-04,13,1,7,Sunday,1,0
2018-04-02,20180402,2018,2,Q2 2018,4,April,2018-04,14,2,1,Monday,0,0
2018-04-03,20180403,2018,2,Q2 2018,4,April,2018-04,14,3,2,Tuesday,0,0
2018-04-04,20180404,2018,2,Q2 2018,4,April,2018-04,14,4,3,Wednesday,0,0
2018-04-05,20180405,2018,2,Q2 2018,4,April,2018-04,14,5,4,Thursday,0,0
2018-04-06,20180406,2018,2,Q2 2018,4,April,2018-04,14,6,5,Friday,0,0
2018-04-07,20180407,2018,2,Q2 2018,4,April,2018-04,14,7,6,Saturday,1,0
2018-04-08,20180408,2018,2,Q2 2018,4,April,2018-04,14,8,7,Sunday,1,0
2018-04-09,20180409,2018,2,Q2 2018,4,April,2018-04,15,9,1,Monday,0,0
2018-04-10,20180410,2018,2,Q2 2018,4,April,2018-04,15,10,2,Tuesday,0,0
2018-04-11,20180411,2018,2,Q2 2018,4,April,2018-04,15,11,3,Wednesday,0,0
2018-04-12,20180412,2018,2,Q2 2018,4,April,2018-04,15,12,4,Thursday,0,0
2018-04-13,20180413,2018,2,Q2 2018,4,April,2018-04,15,13,5,Friday,0,0
2018-04-14,20180414,2018,2,Q2 2018,4,April,2018-04,15,14,6,Saturday,1,0
2018-04-15,20180415,2018,2,Q2 2018,4,April,2018-04,15,15,7,Sunday,1,0
2018-04-16,20180416,2018,2,Q2 2018,4,April,2018-04,16,16,1,Monday,0,0
2018-04-17,20180417,2018,2,Q2 2018,4,April,2018-04,16,17,2,Tuesday,0,0
2018-04-18,20180418,2018,2,Q2 2018,4,April,2018-04,16,18,3,Wednesday,0,0
2018-04-19,20180419,2018,2,Q2 2018,4,April,2018-04,16,19,4,Thursday,0,0
2018-04-20,20180420,2018,2,Q2 2018,4,April,2018-04,16,20,5,Friday,0,0
2018-04-21,20180421,2018,2,Q2 2018,4,April,2018-04,16,21,6,Saturday,1,0
2018-04-22,20180422,2018,2,Q2 2018,4,April,2018-04,16,22,7,Sunday,1,0
2018-04-23,20180423,2018,2,Q2 2018,4,April,2018-04,17,23,1,Monday,0,0
2018-04-24,20180424,2018,2,Q2 2018,4,April,2018-04,17,24,2,Tuesday,0,0
2018-04-25,20180425,2018,2,Q2 2018,4,April,2018-04,17,25,3,Wednesday,0,0
2018-04-26,20180426,2018,2,Q2 2018,4,April,2018-04,17,26,4,Thursday,0,0
2018-04-27,20180427,2018,2,Q2 2018,4,April,2018-04,17,27,5,Friday,0,0
2018-04-28,20180428,2018,2,Q2 2018,4,April,2018-04,17,28,6,Saturday,1,0
2018-04-29,20180429,2018,2,Q2 2018,4,April,2018-04,17,29,7,Sunday,1,0
2018-04-30,20180430,2018,2,Q2 2018,4,April,2018-04,18,30,1,Monday,0,1
2018-05-01,20180501,2018,2,Q2 2018,5,May,2018-05,18,1,2,Tuesday,0,0
2018-05-02,20180502,2018,2,Q2 2018,5,May,2018-05,18,2,3,Wednesday,0,0
2018-05-03,20180503,2018,2,Q2 2018,5,May,2018-05,18,3,4,Thursday,0,0
2018-05-04,20180504,2018,2,Q2 2018,5,May,2018-05,18,4,5,Friday,0,0
2018-05-05,20180505,2018,2,Q2 2018,5,May,2018-05,18,5,6,Saturday,1,0
2018-05-06,20180506,2018,2,Q2 2018,5,May,2018-05,18,6,7,Sunday,1,0
2018-05-07,20180507,2018,2,Q2 2018,5,May,2018-05,19,7,1,Monday,0,0
2018-05-08,20180508,2018,2,Q2 2018,5,May,2018-05,19,8,2,Tuesday,0,0
2018-05-09,20180509,2018,2,Q2 2018,5,May,2018-05,19,9,3,Wednesday,0,0
2018-05-10,20180510,2018,2,Q2 2018,5,May,2018-05,19,10,4,Thursday,0,0
2018-05-11,20180511,2018,2,Q2 2018,5,May,2018-05,19,11,5,Friday,0,0
2018-05-12,20180512,2018,2,Q2 2018,5,May,2018-05,19,12,6,Saturday,1,0
2018-05-13,20180513,2018,2,Q2 2018,5,May,2018-05,19,13,7,Sunday,1,0
2018-05-14,20180514,2018,2,Q2 2018,5,May,2018-05,20,14,1,Monday,0,0
2018-05-15,20180515,2018,2,Q2 2018,5,May,2018-05,20,15,2,Tuesday,0,0
2018-05-16,20180516,2018,2,Q2 2018,5,May,2018-05,20,16,3,Wednesday,0,0
2018-05-17,20180517,2018,2,Q2 2018,5,May,2018-05,20,17,4,Thursday,0,0
2018-05-18,20180518,2018,2,Q2 2018,5,May,2018-05,20,18,5,Friday,0,0
2018-05-19,20180519,2018,2,Q2 2018,5,May,2018-05,20,19,6,Saturday,1,0
2018-05-20,20180520,2018,2,Q2 2018,5,May,2018-05,20,20,7,Sunday,1,0
2018-05-21,20180521,2018,2,Q2 2018,5,May,2018-05,21,21,1,Monday,0,0
2018-05-22,20180522,2018,2,Q2 2018,5,May,2018-05,21,22,2,Tuesday,0,0
2018-05-23,20180523,2018,2,Q2 2018,5,May,2018-05,21,23,3,Wednesday,0,0
2018-05-24,20180524,2018,2,Q2 2018,5,May,2018-05,21,24,4,Thursday,0,0
2018-05-25,20180525,2018,2,Q2 2018,5,May,2018-05,21,25,5,Friday,0,0
2018-05-26,20180526,2018,2,Q2 2018,5,May,2018-05,21,26,6,Saturday,1,0
2018-05-27,20180527,2018,2,Q2 2018,5,May,2018-05,21,27,7,Sunday,1,0
2018-05-28,20180528,2018,2,Q2 2018,5,May,2018-05,22,28,1,Monday,0,0
2018-05-29,20180529,2018,2,Q2 2018,5,May,2018-05,22,29,2,Tuesday,0,0
2018-05-30,20180530,2018,2,Q2 2018,5,May,2018-05,22,30,3,Wednesday,0,0
2018-05-31,20180531,2018,2,Q2 2018,5,May,2018-05,22,31,4,Thursday,0,1
